name,enabled,n_phases,n_conds,base_freq,terminal1,kv,kw,kvar,kva,pf,model,vmin_pu,vmax_pu,r_neut,x_neut,connection,spec_type,status,yearly,daily,duty,spectrum
mdv201_hn_2_804_b39625-1b2,true,1,2,60,x_39625_3.2,0.24,7.1292805,2.723540500000006,7.631796204224831,0.934154989103791,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_804_b39625-1b3,true,1,2,60,x_39625_4.2,0.24,7.1292805,2.723540500000006,7.631796204224831,0.934154989103791,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_534_a8119-1a0,true,1,2,60,x_8119_1.1,0.24,6.6754245,2.775281000000003,7.229348302866675,0.9233784596258801,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_534_a8119-1a1,true,1,2,60,x_8119_2.1,0.24,6.6754245,2.775281000000003,7.229348302866675,0.9233784596258801,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_488_c8103-1c0,true,1,2,60,x_8103_1.3,0.24,4.121909,1.628699000000005,4.432019205382803,0.930029588994974,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_c_1_321_a69464-1a0,true,1,2,60,x_69464_1.1,0.24,2.590775,1.077103999999999,2.805756248757364,0.92337850130332,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_089_abc8163-1c0,true,1,2,60,x_8163_1.3,0.24,4.98398,1.96933099999999,5.35894777246065,0.9300295900647531,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_089_abc8163-1c1,true,1,2,60,x_8163_2.3,0.24,4.98398,1.96933099999999,5.35894777246065,0.9300295900647531,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_089_abc8163-1c2,true,1,2,60,x_8163_3.3,0.24,4.98398,1.96933099999999,5.35894777246065,0.9300295900647531,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_896_b52516-1b0,true,1,2,60,x_52516_1.2,0.24,3.82188233333333,1.460042333333329,4.091272196392077,0.934154988930751,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_896_b52516-1b1,true,1,2,60,x_52516_2.2,0.24,3.82188233333333,1.460042333333329,4.091272196392077,0.934154988930751,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
